task_seed,split_seed,condition,train_loss_init,val_loss_init,train_loss,val_loss,train_improvement,val_improvement,improvement_gap,abs_improvement_gap,gap,abs_gap,drift,v_tr,v_val,meta_seed,beta_drift,beta_var
629865,951931,full_bqml_strong,0.522075827474302,0.7084403323495038,0.5138316824862224,0.7173830025390605,0.0082441449880796,-0.0089426701895567,0.0171868151776364,0.0171868151776364,0.2035513200528381,0.2035513200528381,0.0902105831782208,0.0274749837696346,0.0231518989456798,2,1.0,10.0
450567,604179,full_bqml_strong,0.6089225975427498,0.5543593826070926,0.6055527311521767,0.5549734183274879,0.0033698663905731,-0.0006140357203953,0.0039839021109684,0.0039839021109684,-0.0505793128246887,0.0505793128246887,0.0553165444528538,0.0318673644977981,0.0334332585128032,2,1.0,10.0
184945,777728,full_bqml_strong,0.6153437607124388,0.4741667929052828,0.610792992580599,0.4763386254206821,0.0045507681318397,-0.0021718325153993,0.0067226006472391,0.0067226006472391,-0.1344543671599168,0.1344543671599168,0.0585723801714885,0.0296987694863996,0.0249034558129717,2,1.0,10.0
120132,724462,full_bqml_strong,0.6329478167102219,0.5058383415972885,0.6283090412545715,0.5141936198379988,0.0046387754556503,-0.0083552782407103,0.0129940536963607,0.0129940536963607,-0.1141154214165727,0.1141154214165727,0.0587170749241616,0.0231084883419671,0.0357974525910666,2,1.0,10.0
763797,323386,full_bqml_strong,0.6262965721290191,0.5748217986996562,0.6186252364146019,0.575917257961618,0.0076713357144172,-0.0010954592619617,0.008766794976379,0.008766794976379,-0.0427079784529839,0.0427079784529839,0.0775026751375753,0.0362062721194364,0.0292566892907238,2,1.0,10.0
330646,92420,full_bqml_strong,0.6076864290230629,0.6522597179716985,0.6026790435099965,0.6579852013844398,0.0050073855130664,-0.0057254834127413,0.0107328689258078,0.0107328689258078,0.0553061578744433,0.0553061578744433,0.0689957881403834,0.0281736075222826,0.0341456769167209,2,1.0,10.0
949409,562302,full_bqml_strong,0.5633623343074606,0.7229222133117017,0.5441406241156311,0.736832174077394,0.0192217101918295,-0.0139099607656922,0.0331316709575217,0.0331316709575217,0.1926915499617628,0.1926915499617628,0.131940860624759,0.0260628191758438,0.0231248599773134,2,1.0,10.0
163923,975940,full_bqml_strong,0.5749454833722096,0.6357796908479101,0.5716178112281923,0.6392980106221002,0.0033276721440173,-0.0035183197741901,0.0068459919182074,0.0068459919182074,0.0676801993939079,0.0676801993939079,0.0564031388449838,0.0313900600259531,0.0385063643320587,2,1.0,10.0
437352,741592,full_bqml_strong,0.63070648848679,0.6101726060890079,0.6249752023183924,0.6192470768349098,0.0057312861683975,-0.0090744707459018,0.0148057569142994,0.0148057569142994,-0.0057281254834826,0.0057281254834826,0.0726369555639474,0.0245714510197083,0.0303039911766957,2,1.0,10.0
907314,681613,full_bqml_strong,0.6088034277524289,0.5538142088992091,0.6027678136541664,0.558067541241796,0.0060356140982624,-0.0042533323425869,0.0102889464408494,0.0102889464408494,-0.0447002724123704,0.0447002724123704,0.0786504639692544,0.0321810002608166,0.0297243656047645,2,1.0,10.0
700581,328785,full_bqml_strong,0.6238644702641405,0.4864732624681221,0.6142289501927414,0.488809369378151,0.0096355200713991,-0.0023361069100288,0.011971626981428,0.011971626981428,-0.1254195808145903,0.1254195808145903,0.0900084741391579,0.0343883244908552,0.0215316625658866,2,1.0,10.0
